account_id,customer_id,account_type,current_balance,credit_limit,acct_age_months,days_inactive,utilization_pct,customer_segment,region_code,fico_score,vantage_score,bureau_inqs_6mo,bureau_trades_open,bureau_derogs,bureau_util_pct,bureau_oldest_trade_mo,pmt_ontime_12mo,pmt_late_30_12mo,pmt_late_60_12mo,pmt_late_90_12mo,max_days_past_due_ever,months_since_last_dpd,avg_pmt_ratio_12mo,collateral_value,last_appraisal_date,ltv,pd,lgd,ead,expected_loss,new_risk_rating,score_date,model_id,score_timestamp
A00000026,C0000015,MTG,787669.93,0,126,12,,RET,MW,630,653,0,20,0,14.45,266,12,0,0,0,0,,0.5569,878657.25,2023-01-19,0.8964473121,0.0419240262,0.3171578497,787669.93,10473.279996,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000028,C0000016,AUTO,54313.79,0,44,4,,RET,W,718,729,0,18,0,63.52,26,12,0,0,0,0,,0.3649,121118.94,2023-04-02,0.4484334985,0.0253448787,0,54313.79,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000033,C0000018,AUTO,40503.4,0,105,117,,RET,MW,743,766,0,13,0,50.94,15,12,0,0,0,0,,0.4774,43745.92,2022-01-31,0.9258783448,0.0237382052,0.3407026758,40503.4,327.57813396,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000035,C0000019,AUTO,33340.88,0,96,9,,PB,NW,568,584,0,6,0,43.46,318,12,0,0,0,0,,0.5849,27768.09,2021-02-23,1.2006904328,0.0543383296,0.5605523462,33340.88,1015.5458049,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000036,C0000019,MTG,309131.92,0,33,0,,PB,NW,568,584,0,6,0,43.46,318,10,2,0,0,45,9,0.8806,790389.44,2022-07-27,0.3911134238,0.0452688338,0,309131.92,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000041,C0000024,AUTO,47334.35,0,109,3,,RET,W,714,705,1,7,0,77.54,386,12,0,0,0,0,,0.2749,68498.41,2020-04-01,0.6910284487,0.0263949506,0.152822759,47334.35,190.93489541,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000042,C0000024,CC,5639.76,10000,159,112,56.3976,RET,W,714,705,1,7,0,77.54,386,11,1,1,0,45,35,0.1083,,,,0.0285603432,0.75,7819.88,167.50384232,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000045,C0000025,LOC,58527.67,100000,156,1,58.52767,RET,MW,715,694,0,12,0,2.29,38,12,0,0,0,0,,0.1569,,,,0.0285603432,0.5,79263.835,1131.9011646,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000047,C0000026,MTG,132118.72,0,61,9,,RET,NW,780,790,3,19,0,71.32,7,9,3,1,1,128,12,0.9354,196591.45,2023-02-01,0.6720471312,0.0257643365,0.137637705,132118.72,468.51202524,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000049,C0000027,MTG,542753.55,0,56,13,,PREM,SE,729,704,0,2,2,24.45,397,12,0,0,0,0,,0.3962,1503492.22,2023-05-30,0.3609952501,0.0210954038,0,542753.55,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000050,C0000027,CC,5052.66,10000,202,12,50.5266,PREM,SE,729,704,0,2,2,24.45,397,12,0,0,0,0,,0.436,,,,0.0237849006,0.75,7526.33,134.25975821,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000052,C0000028,AUTO,32871.53,0,52,9,,PREM,NW,743,741,2,5,1,97.07,284,12,0,0,0,0,,0.2906,54726.41,2020-07-30,0.6006520435,0.0224594788,0.0805216348,32871.53,59.447305785,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000053,C0000028,MTG,492287.19,0,150,13,,PREM,NW,743,741,2,5,1,97.07,284,12,0,0,0,0,,0.7704,512718.48,2021-09-11,0.960151056,0.0233607518,0.3681208448,492287.19,4233.4629146,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000054,C0000028,CC,3865.5,7500,69,8,51.54,PREM,NW,743,741,2,5,1,97.07,284,11,1,0,0,185,33,0.8534,,,,0.0241690376,0.75,5682.75,103.00994894,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000055,C0000029,CC,5691.97,10000,84,793,56.9197,PB,NW,539,548,8,19,0,23.06,57,12,0,0,0,0,,0.2983,,,,0.0516786346,0.75,7845.985,304.10234363,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000056,C0000030,HELC,30522.95,75000,45,207,40.697266667,RET,NE,823,807,3,15,0,50.91,323,11,1,1,1,31,33,0.6713,34121.31,2022-01-04,0.8945421498,0.0278840567,0.3156337198,52761.475,464.36157843,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000057,C0000030,CC,6377.04,15000,79,7,42.5136,RET,NE,823,807,3,15,0,50.91,323,12,0,0,0,0,,0.3274,,,,0.0189643295,0.75,10688.52,152.02546141,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000058,C0000031,CC,4454.81,10000,173,9,44.5481,COMM,W,599,613,2,3,0,61.86,285,12,0,0,0,0,,0.3972,,,,0.0468691733,0.75,7227.405,254.05687295,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000059,C0000031,HELC,40979.73,100000,33,43,40.97973,COMM,W,599,613,2,3,0,61.86,285,12,0,0,0,0,,0.7852,78912.5,2023-01-25,0.5193059401,0.0444039437,0.0154447521,70489.865,48.342506518,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000061,C0000033,CC,1926.06,7500,77,2,25.6808,PREM,SW,568,567,1,17,0,29.65,348,12,0,0,0,0,,0.0695,,,,0.0439844086,0.75,4713.03,155.47487807,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000063,C0000034,MTG,502286.75,0,47,10,,RET,SE,541,556,1,11,0,96.67,395,12,0,0,0,0,,0.0785,684051.43,2021-11-03,0.7342821431,0.0481191794,0.1874257145,502286.75,4530.0094684,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000066,C0000036,MTG,798090.77,0,163,802,,RET,SE,745,743,1,15,0,9.27,326,12,0,0,0,0,,0.2633,1287968.34,2023-08-28,0.6196509225,0.0216233705,0.095720738,798090.77,1651.8922522,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000067,C0000036,AUTO,40771.05,0,168,8,,RET,SE,745,743,1,15,0,9.27,326,12,0,0,0,0,,0.9892,40970.68,2022-12-14,0.9951274912,0.0233607518,0.3961019929,40771.05,377.2643243,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000070,C0000038,CC,6153.71,10000,42,12,61.5371,SMB,NW,565,558,3,6,0,67.36,250,12,0,0,0,0,,0.29,,,,0.052786402,0.75,8076.855,319.7610863,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000071,C0000039,AUTO,30010.29,0,136,168,,RET,SW,610,620,0,15,0,11.89,331,12,0,0,0,0,,0.5342,78111.61,2022-07-30,0.3841975604,0.0365380082,0,30010.29,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000072,C0000040,MTG,392924.86,0,190,80,,PB,W,739,762,2,15,0,46.46,15,9,3,0,0,128,27,0.7818,452806.57,2021-03-25,0.8677543261,0.0233607518,0.2942034609,392924.86,2700.4994866,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000076,C0000042,AUTO,44212.93,0,52,8,,RET,NW,511,521,1,6,0,23.78,303,12,0,0,0,0,,0.1092,129587.55,2020-03-12,0.3411819268,0.0452688338,0,44212.93,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000078,C0000043,MTG,331139.4,0,40,4,,RET,NW,642,622,1,9,2,23.54,191,12,0,0,0,0,,0.4821,499863.14,2020-03-12,0.6624601286,0.0336599528,0.1299681029,331139.4,1448.642227,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000079,C0000043,CC,1805.68,7500,67,10,24.075733333,RET,NW,642,622,1,9,2,23.54,191,11,1,1,0,91,29,0.8017,,,,0.030727523,0.75,4652.84,107.22768596,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000084,C0000045,AUTO,28981.25,0,64,5,,SMB,W,553,541,0,6,0,9.34,380,11,1,1,0,91,19,0.4279,31541.1,2023-12-03,0.918840814,0.0507829413,0.3350726512,28981.25,493.14421862,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000085,C0000046,HELC,135572.14,250000,67,12,54.228856,RET,SW,797,783,1,3,4,13.28,84,10,2,1,0,31,3,0.3549,236649.45,2022-12-07,0.5728817033,0.0187961348,0.0583053626,192786.07,211.27723348,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000088,C0000048,CC,9516.91,15000,168,44,63.446066667,PREM,W,684,705,1,11,0,87.52,228,12,0,0,0,0,,0.1298,,,,0.0285603432,0.75,12258.455,262.57926123,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000089,C0000049,AUTO,6199.63,0,144,0,,RET,NE,817,829,3,24,1,93.06,318,12,0,0,0,0,,0.7381,8079.43,2022-09-03,0.7673350719,0.018458053,0.2138680575,6199.63,24.473584583,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000091,C0000050,LOC,20998.61,50000,46,0,41.99722,RET,SE,765,763,1,16,1,14.09,259,12,0,0,0,0,,0.0928,,,,0.0193851778,0.5,35499.305,344.08017008,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000092,C0000050,AUTO,28524.01,0,49,12,,RET,SE,765,763,1,16,1,14.09,259,10,2,1,1,31,34,0.662,39513.18,2022-10-08,0.7218859631,0.0263320373,0.1775087705,28524.01,133.32600221,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000095,C0000052,CC,2259.69,10000,70,4,22.5969,PB,MW,649,641,0,6,0,15.87,70,12,0,0,0,0,,0.7958,,,,0.030727523,0.75,6129.845,141.26621475,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000097,C0000053,LOC,10717.83,50000,201,6,21.43566,PB,NE,810,787,2,16,0,89.98,285,7,5,3,2,91,4,0.5853,,,,0.0324012338,0.5,30358.915,491.83315203,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000099,C0000053,CC,803.24,5000,97,10,16.0648,PB,NE,810,787,2,16,0,89.98,285,12,0,0,0,0,,0.2306,,,,0.0174808988,0.75,2901.62,38.042194081,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000100,C0000054,PERS,23084.66,0,161,13,,RET,SE,576,568,0,1,0,60.68,355,12,0,0,0,0,,0.8164,,,,0.0477796796,0.5,23084.66,551.48882969,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000103,C0000055,HELC,7364.43,50000,129,62,14.72886,PREM,MW,779,764,0,18,2,65.06,265,12,0,0,0,0,,0.3427,8070.25,2023-05-22,0.9125405037,0.0180264898,0.330032403,28682.215,170.63984031,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000104,C0000056,CC,2832.19,10000,114,3,28.3219,PREM,SW,604,603,0,14,0,49.52,31,12,0,0,0,0,,0.2615,,,,0.03684427,0.75,6416.095,177.29725254,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000105,C0000057,HELC,28830.72,150000,156,157,19.22048,PREM,NE,637,651,0,17,1,83.31,359,12,0,0,0,0,,0.2699,49668.54,2021-11-14,0.5804624014,0.033075167,0.0643699211,89415.36,190.36940488,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000108,C0000058,CC,5293.37,15000,96,221,35.289133333,PREM,W,645,636,0,21,0,38.4,52,9,3,2,1,31,11,0.3122,,,,0.0454825148,0.75,10146.685,346.12256292,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000109,C0000058,AUTO,46732.36,0,199,7,,PREM,W,645,636,0,21,0,38.4,52,12,0,0,0,0,,0.9504,114944.17,2022-01-06,0.4065657266,0.030470497,0,46732.36,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000110,C0000059,CC,5025.19,5000,91,11,100.5038,PB,SE,610,633,1,18,0,94.74,290,12,0,0,0,0,,0.951,,,,0.0514732859,0.75,5012.595,193.51105181,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000111,C0000059,CC,6877.08,25000,39,4,27.50832,PB,SE,610,633,1,18,0,94.74,290,12,0,0,0,0,,0.5635,,,,0.037646676,0.75,15938.54,450.02478864,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000112,C0000060,CC,707.96,1500,10,107,47.197333333,PREM,SW,584,564,0,21,0,25.33,88,12,0,0,0,0,,0.2165,,,,0.0499229628,0.75,1103.98,41.335464347,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000121,C0000066,CC,3037.79,3000,67,49,101.25966667,RET,SE,610,618,0,17,0,73.25,215,11,1,0,0,185,2,0.8988,,,,0.0514732859,0.75,3018.895,116.54433417,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000122,C0000067,CC,7492.16,10000,44,10,74.9216,RET,SW,839,831,3,5,0,49.83,139,12,0,0,0,0,,0.3122,,,,0.0230391193,0.75,8746.08,151.12648551,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000123,C0000067,CC,4021.72,7500,22,9,53.622933333,RET,SW,839,831,3,5,0,49.83,139,12,0,0,0,0,,0.5021,,,,0.0216723793,0.75,5760.86,93.638657073,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000124,C0000067,AUTO,16953.65,0,21,6,,RET,SW,839,831,3,5,0,49.83,139,7,5,2,1,45,15,0.4209,24839.16,2023-01-23,0.6825371711,0.0270473338,0.1460297369,16953.65,66.962086301,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000126,C0000069,AUTO,4597.41,0,167,38,,RET,W,599,609,5,4,0,24.95,151,12,0,0,0,0,,0.9018,4421.44,2021-12-19,1.0397992509,0.0535009782,0.4318394007,4597.41,106.21778069,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000129,C0000070,MTG,392936.03,0,90,78,,SMB,MW,839,842,0,18,0,92.52,260,11,1,1,1,185,26,0.5584,552070.62,2021-07-07,0.7117495765,0.0257643365,0.1693996612,392936.03,1714.9574644,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000130,C0000071,MTG,492263.78,0,124,66,,RET,NW,751,776,3,2,2,51.56,393,12,0,0,0,0,,0.8181,766006.65,2021-10-21,0.6426364314,0.0216233705,0.1141091451,492263.78,1214.6236243,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000134,C0000072,CC,6329.91,15000,55,94,42.1994,SMB,NE,686,703,2,12,1,83.89,32,12,0,0,0,0,,0.9525,,,,0.027270646,0.75,10664.955,218.13015966,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000135,C0000072,CC,2680.14,7500,162,343,35.7352,SMB,NE,686,703,2,12,1,83.89,32,7,5,1,0,91,4,0.7227,,,,0.0262602419,0.75,5090.07,100.24985198,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000139,C0000074,MTG,724499.76,0,117,6,,RET,W,752,753,8,21,0,23.51,122,12,0,0,0,0,,0.9911,723042.44,2021-12-29,1.0020155387,0.0254509198,0.4016124309,724499.76,7405.4060159,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000145,C0000077,CC,2510.92,7500,116,12,33.478933333,RET,NW,839,850,1,12,0,76.57,120,12,0,0,0,0,,0.4087,,,,0.0189643295,0.75,5005.46,71.193894579,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000150,C0000079,LOC,11522.37,25000,165,169,46.08948,PREM,SE,584,598,0,17,0,79.86,353,12,0,0,0,0,,0.2205,,,,0.0468691733,0.5,18261.185,427.94332197,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000151,C0000080,MTG,270172.44,0,140,14,,PREM,NW,728,751,1,14,0,16.45,49,12,0,0,0,0,,0.4753,435737.22,2021-02-09,0.6200352589,0.0216233705,0.0960282071,270172.44,561.0005089,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000156,C0000081,AUTO,55884.52,0,47,40,,SMB,W,594,573,2,9,0,94.02,160,12,0,0,0,0,,0.1252,63808.18,2022-07-31,0.8758206236,0.0518725591,0.3006564989,55884.52,871.56502742,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000157,C0000082,CC,37.88,1500,62,6,2.5253333333,RET,MW,613,612,1,15,0,43.41,366,12,0,0,0,0,,0.1717,,,,0.033906791,0.75,768.94,19.554215911,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000163,C0000084,CC,8098.19,25000,34,1,32.39276,RET,NW,563,566,3,14,0,78.75,218,11,1,1,0,45,8,0.6741,,,,0.0486329345,0.75,16549.095,603.62329017,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000167,C0000088,LOC,3152.16,25000,114,169,12.60864,RET,MW,719,694,1,15,1,59.97,220,10,2,0,0,31,12,0.846,,,,0.0246111889,0.5,14076.08,173.2145318,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000169,C0000089,MTG,155424.91,0,25,12,,RET,NE,624,624,1,7,0,35.55,50,12,0,0,0,0,,0.9404,195270.85,2023-01-28,0.7959452729,0.0403361491,0.2367562184,155424.91,1484.2821105,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000171,C0000090,HELC,8293.03,50000,63,2,16.58606,RET,NE,624,646,3,24,0,79.11,234,12,0,0,0,0,,0.762,6960.38,2020-10-02,1.1914622478,0.0413129374,0.5531697982,29146.515,666.0873256,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000172,C0000091,HELC,33477.23,150000,54,14,22.318153333,RET,NE,691,681,0,24,0,18.92,145,12,0,0,0,0,,0.127,27945.36,2023-12-16,1.197953077,0.0282465443,0.5583624616,91738.615,1446.8840081,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000173,C0000091,MTG,387883.94,0,73,163,,RET,NE,691,681,0,24,0,18.92,145,12,0,0,0,0,,0.2473,622336.64,2020-10-17,0.6232702931,0.0263949506,0.0986162345,387883.94,1009.6505076,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000174,C0000092,MTG,755173.82,0,56,202,,RET,SE,553,540,1,19,0,60.05,296,11,1,0,0,185,33,0.823,1609683.84,2022-07-09,0.4691441892,0.0452688338,0,755173.82,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000177,C0000093,PERS,29702.1,0,171,7,,PB,SW,794,776,1,17,1,28.81,268,12,0,0,0,0,,0.927,,,,0.0190348019,0.5,29702.1,282.68679486,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000178,C0000093,AUTO,13553.48,0,91,72,,PB,SW,794,776,1,17,1,28.81,268,12,0,0,0,0,,0.8125,21565.61,2022-09-21,0.6284765421,0.018757812,0.1027812336,13553.48,26.130446157,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000179,C0000094,MTG,212965.58,0,187,4,,PB,W,704,719,3,8,0,31.9,276,12,0,0,0,0,,0.8403,375451,2023-07-22,0.5672260295,0.024404036,0.0537808236,212965.58,279.51075511,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000181,C0000095,MTG,474119.93,0,187,9,,RET,W,632,623,0,5,0,73.21,181,12,0,0,0,0,,0.1471,753697.23,2022-07-16,0.6290588729,0.0388609949,0.1032470983,474119.93,1902.304263,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000186,C0000098,MTG,580109.72,0,18,10,,PREM,W,800,813,1,10,0,27.9,214,11,1,0,0,62,35,0.8022,850582.45,2021-08-11,0.682014683,0.0196989574,0.1456117464,580109.72,1663.9864831,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000187,C0000098,MTG,551888.67,0,28,11,,PREM,W,800,813,1,10,0,27.9,214,12,0,0,0,0,,0.8657,1380227.16,2023-03-30,0.3998535067,0.0180059498,0,551888.67,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000188,C0000098,MTG,766914.3,0,171,14,,PREM,W,800,813,1,10,0,27.9,214,12,0,0,0,0,,0.9915,1017083.74,2020-08-26,0.7540326031,0.018458053,0.2032260824,766914.3,2876.816554,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000190,C0000099,MTG,469742.87,0,88,809,,RET,NW,560,549,1,24,0,65.89,79,12,0,0,0,0,,0.7761,772354.61,2022-03-01,0.6081958519,0.0471044868,0.0865566815,469742.87,1915.239417,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000192,C0000100,AUTO,31513.61,0,147,4,,PB,SW,535,528,0,24,1,12.98,232,10,2,0,0,31,23,0.1799,33035.71,2020-01-01,0.9539256156,0.0499974816,0.3631404925,31513.61,572.16457224,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000194,C0000101,CC,4444.47,25000,42,439,17.77788,RET,W,628,651,5,5,0,30.82,172,11,1,0,0,128,19,0.5405,,,,0.037646676,0.75,14722.235,415.68240844,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000195,C0000101,CC,3122.54,10000,75,5,31.2254,RET,W,628,651,5,5,0,30.82,172,12,0,0,0,0,,0.3354,,,,0.0399041421,0.75,6561.27,196.366388,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000197,C0000102,MTG,156819.42,0,196,2,,RET,W,626,606,0,18,1,71.36,76,12,0,0,0,0,,0.4054,162701.13,2021-12-23,0.9638496057,0.0419240262,0.3710796846,156819.42,2439.6639308,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000199,C0000103,MTG,328892.25,0,185,13,,SMB,MW,624,639,5,13,1,54.92,310,12,0,0,0,0,,0.3668,447529.08,2023-01-02,0.734906992,0.0388609949,0.1879255936,328892.25,2401.8920526,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000201,C0000103,AUTO,61241.54,0,62,55,,SMB,MW,624,639,5,13,1,54.92,310,12,0,0,0,0,,0.2115,156998.96,2021-06-17,0.3900760871,0.0371202818,0,61241.54,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000202,C0000104,CC,26923.48,25000,13,3,107.69392,RET,SW,579,577,5,24,0,27.89,236,12,0,0,0,0,,0.297,,,,0.0642025574,0.75,25961.74,1250.1075778,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000204,C0000105,HELC,53817.32,100000,32,9,53.81732,PB,NW,607,600,3,20,1,56.51,399,11,1,0,0,45,1,0.4419,109650.78,2021-02-16,0.4908065405,0.0404167412,0,76908.66,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000205,C0000106,LOC,30055.02,100000,111,62,30.05502,COMM,NW,618,636,3,13,1,8.92,301,11,1,1,0,128,15,0.337,,,,0.0399041421,0.5,65027.51,1297.4335009,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
