score_date,account_id,prev_rating,curr_rating,migration_direction,pd,expected_loss
2024-01-31,A00000066,6,3,UPGRADE,0.0216233705,1651.8922522
2024-01-31,A00000067,6,3,UPGRADE,0.0233607518,377.2643243
2024-01-31,A00000072,7,3,UPGRADE,0.0233607518,2700.4994866
2024-01-31,A00000076,3,4,DOWNGRADE,0.0452688338,0
2024-01-31,A00000078,5,4,UPGRADE,0.0336599528,1448.642227
2024-01-31,A00000079,5,4,UPGRADE,0.030727523,107.22768596
2024-01-31,A00000084,1,4,DOWNGRADE,0.0507829413,493.14421862
2024-01-31,A00000085,2,3,DOWNGRADE,0.0187961348,211.27723348
2024-01-31,A00000088,4,3,UPGRADE,0.0285603432,262.57926123
2024-01-31,A00000089,2,3,DOWNGRADE,0.018458053,24.473584583
2024-01-31,A00000091,5,3,UPGRADE,0.0193851778,344.08017008
2024-01-31,A00000092,5,3,UPGRADE,0.0263320373,133.32600221
2024-01-31,A00000095,1,4,DOWNGRADE,0.030727523,141.26621475
2024-01-31,A00000097,,4,NEW,0.0324012338,491.83315203
2024-01-31,A00000099,,3,NEW,0.0174808988,38.042194081
2024-01-31,A00000100,3,4,DOWNGRADE,0.0477796796,551.48882969
2024-01-31,A00000103,2,3,DOWNGRADE,0.0180264898,170.63984031
2024-01-31,A00000104,1,4,DOWNGRADE,0.03684427,177.29725254
2024-01-31,A00000105,2,4,DOWNGRADE,0.033075167,190.36940488
2024-01-31,A00000108,1,4,DOWNGRADE,0.0454825148,346.12256292
2024-01-31,A00000109,1,4,DOWNGRADE,0.030470497,0
2024-01-31,A00000110,,4,NEW,0.0514732859,193.51105181
2024-01-31,A00000111,,4,NEW,0.037646676,450.02478864
2024-01-31,A00000112,6,4,UPGRADE,0.0499229628,41.335464347
2024-01-31,A00000126,3,4,DOWNGRADE,0.0535009782,106.21778069
2024-01-31,A00000129,1,3,DOWNGRADE,0.0257643365,1714.9574644
2024-01-31,A00000130,2,3,DOWNGRADE,0.0216233705,1214.6236243
2024-01-31,A00000134,2,3,DOWNGRADE,0.027270646,218.13015966
2024-01-31,A00000135,2,3,DOWNGRADE,0.0262602419,100.24985198
2024-01-31,A00000139,1,3,DOWNGRADE,0.0254509198,7405.4060159
2024-01-31,A00000145,4,3,UPGRADE,0.0189643295,71.193894579
2024-01-31,A00000150,2,4,DOWNGRADE,0.0468691733,427.94332197
2024-01-31,A00000151,6,3,UPGRADE,0.0216233705,561.0005089
2024-01-31,A00000156,3,4,DOWNGRADE,0.0518725591,871.56502742
2024-01-31,A00000157,1,4,DOWNGRADE,0.033906791,19.554215911
2024-01-31,A00000167,4,3,UPGRADE,0.0246111889,173.2145318
2024-01-31,A00000169,5,4,UPGRADE,0.0403361491,1484.2821105
2024-01-31,A00000171,3,4,DOWNGRADE,0.0413129374,666.0873256
2024-01-31,A00000172,5,3,UPGRADE,0.0282465443,1446.8840081
2024-01-31,A00000173,5,3,UPGRADE,0.0263949506,1009.6505076
2024-01-31,A00000174,2,4,DOWNGRADE,0.0452688338,0
2024-01-31,A00000177,5,3,UPGRADE,0.0190348019,282.68679486
2024-01-31,A00000178,5,3,UPGRADE,0.018757812,26.130446157
2024-01-31,A00000179,7,3,UPGRADE,0.024404036,279.51075511
2024-01-31,A00000181,1,4,DOWNGRADE,0.0388609949,1902.304263
2024-01-31,A00000190,7,4,UPGRADE,0.0471044868,1915.239417
2024-01-31,A00000192,3,4,DOWNGRADE,0.0499974816,572.16457224
2024-01-31,A00000197,3,4,DOWNGRADE,0.0419240262,2439.6639308
2024-01-31,A00000199,3,4,DOWNGRADE,0.0388609949,2401.8920526
2024-01-31,A00000201,3,4,DOWNGRADE,0.0371202818,0
2024-01-31,A00000202,3,4,DOWNGRADE,0.0642025574,1250.1075778
2024-01-31,A00000204,5,4,UPGRADE,0.0404167412,0
2024-01-31,A00000205,6,4,UPGRADE,0.0399041421,1297.4335009
2024-01-31,A00000206,5,3,UPGRADE,0.0193437428,338.59190681
2024-01-31,A00000210,2,4,DOWNGRADE,0.0413578742,197.05977591
2024-01-31,A00000214,3,4,DOWNGRADE,0.0449350601,514.13600448
2024-01-31,A00000217,2,4,DOWNGRADE,0.0436214836,0
2024-01-31,A00000219,6,4,UPGRADE,0.0419240262,1462.2325557
2024-01-31,A00000220,6,4,UPGRADE,0.0407703661,149.68906183
2024-01-31,A00000221,6,4,UPGRADE,0.0495374411,51.771517805
2024-01-31,A00000224,2,4,DOWNGRADE,0.0495759225,817.36021726
2024-01-31,A00000225,2,4,DOWNGRADE,0.0477796796,654.25647034
2024-01-31,A00000232,1,3,DOWNGRADE,0.0216723793,20.024709533
2024-01-31,A00000238,3,4,DOWNGRADE,0.0369792149,32.876787021
2024-01-31,A00000239,2,4,DOWNGRADE,0.0332553095,3490.9630077
2024-01-31,A00000240,2,3,DOWNGRADE,0.0231583083,476.6499742
2024-01-31,A00000244,3,4,DOWNGRADE,0.0392799819,1352.5721007
2024-01-31,A00000246,,3,NEW,0.019174167,149.46427482
2024-01-31,A00000251,4,3,UPGRADE,0.0263949506,578.90706847
2024-01-31,A00000252,4,3,UPGRADE,0.0277084577,135.5362506
2024-01-31,A00000254,2,3,DOWNGRADE,0.0237382052,5256.9478294
2024-01-31,A00000256,3,4,DOWNGRADE,0.0362661629,50.892261009
2024-01-31,A00000257,3,4,DOWNGRADE,0.0365380082,0
2024-01-31,A00000259,6,3,UPGRADE,0.021860734,32.835450938
2024-01-31,A00000260,6,3,UPGRADE,0.0250469317,8503.0119836
2024-01-31,A00000265,6,4,UPGRADE,0.0499974816,10155.289363
2024-01-31,A00000270,2,3,DOWNGRADE,0.0186613329,50.097351347
2024-01-31,A00000272,2,4,DOWNGRADE,0.0443114486,0
2024-01-31,A00000274,5,3,UPGRADE,0.020155395,47.135431862
2024-01-31,A00000275,5,3,UPGRADE,0.022214502,17.480258405
2024-01-31,A00000276,2,3,DOWNGRADE,0.0183896758,289.90829591
2024-01-31,A00000277,2,3,DOWNGRADE,0.0196989574,119.87986753
2024-01-31,A00000279,5,4,UPGRADE,0.0407703661,199.64978198
2024-01-31,A00000280,5,3,UPGRADE,0.0242201988,276.43442374
2024-01-31,A00000284,5,3,UPGRADE,0.0278115301,606.05453996
2024-01-31,A00000288,5,4,UPGRADE,0.0507829413,927.36534645
2024-01-31,A00000290,5,4,UPGRADE,0.0476079501,77.528535138
2024-01-31,A00000293,3,4,DOWNGRADE,0.033418887,690.05456713
2024-01-31,A00000294,2,3,DOWNGRADE,0.0253746623,74.540988536
2024-01-31,A00000297,2,4,DOWNGRADE,0.0432993052,132.59676132
2024-01-31,A00000301,2,4,DOWNGRADE,0.0468691733,72.647335747
2024-01-31,A00000304,7,3,UPGRADE,0.0246181995,91.162977401
2024-01-31,A00000305,7,3,UPGRADE,0.0203136778,93.059598655
2024-01-31,A00000306,4,3,UPGRADE,0.0216233705,3879.706545
2024-01-31,A00000312,2,4,DOWNGRADE,0.035186036,1127.2621881
2024-01-31,A00000314,2,4,DOWNGRADE,0.0471044868,253.94367035
2024-01-31,A00000315,2,4,DOWNGRADE,0.0436214836,0
2024-01-31,A00000322,2,3,DOWNGRADE,0.0172011877,276.79359949
2024-01-31,A00000323,2,3,DOWNGRADE,0.021285081,72.717880006
2024-01-31,A00000326,5,4,UPGRADE,0.049190276,2225.2402249
2024-01-31,A00000329,2,4,DOWNGRADE,0.0423654119,96.575663484
2024-01-31,A00000330,2,4,DOWNGRADE,0.0388500152,37.169412116
2024-01-31,A00000332,2,3,DOWNGRADE,0.0193437428,363.79748071
2024-01-31,A00000333,2,3,DOWNGRADE,0.0221819221,111.5733769
2024-01-31,A00000335,1,3,DOWNGRADE,0.0199462942,4079.3253624
2024-01-31,A00000337,3,4,DOWNGRADE,0.0535009782,8475.0752285
2024-01-31,A00000339,3,4,DOWNGRADE,0.0677665219,526.04677502
2024-01-31,A00000341,6,4,UPGRADE,0.0507829413,8001.336831
2024-01-31,A00000344,1,3,DOWNGRADE,0.0291308203,5840.9313175
2024-01-31,A00000346,5,3,UPGRADE,0.018757812,1080.7804031
2024-01-31,A00000348,,4,NEW,0.0332969681,27.307301399
2024-01-31,A00000349,5,4,UPGRADE,0.0357475639,562.55375584
2024-01-31,A00000350,2,4,DOWNGRADE,0.0389461695,0
2024-01-31,A00000351,2,4,DOWNGRADE,0.0465813881,14694.037559
2024-01-31,A00000355,7,3,UPGRADE,0.0172011877,24.014685618
2024-01-31,A00000358,3,4,DOWNGRADE,0.0452428659,691.70754484
2024-01-31,A00000362,2,4,DOWNGRADE,0.0336599528,769.01648983
2024-01-31,A00000368,1,3,DOWNGRADE,0.0283531577,212.34980519
2024-01-31,A00000369,2,4,DOWNGRADE,0.0386571261,86.808490758
2024-01-31,A00000375,2,4,DOWNGRADE,0.0324207087,2736.2266617
2024-01-31,A00000376,1,3,DOWNGRADE,0.023324959,38.562542387
2024-01-31,A00000378,3,4,DOWNGRADE,0.0463731422,3223.5160206
2024-01-31,A00000381,3,4,DOWNGRADE,0.0399041421,29.847899276
2024-01-31,A00000383,2,3,DOWNGRADE,0.0183591756,52.190775924
2024-01-31,A00000387,3,4,DOWNGRADE,0.0535009782,8087.8107327
2024-01-31,A00000388,3,4,DOWNGRADE,0.0485320776,793.59192265
2024-01-31,A00000391,2,4,DOWNGRADE,0.0636944162,168.15015377
2024-01-31,A00000392,3,4,DOWNGRADE,0.0471044868,3692.9609921
2024-01-31,A00000393,3,4,DOWNGRADE,0.0432993052,144.14917833
2024-01-31,A00000395,7,4,UPGRADE,0.0535009782,13435.054664
2024-01-31,A00000397,2,4,DOWNGRADE,0.0508800638,804.9200012
2024-01-31,A00000402,3,4,DOWNGRADE,0.0432993052,102.79422842
2024-01-31,A00000404,2,3,DOWNGRADE,0.0285603432,248.13151183
2024-01-31,A00000405,2,3,DOWNGRADE,0.0242201988,155.81138494
2024-01-31,A00000406,6,4,UPGRADE,0.0507829413,1049.0899913
2024-01-31,A00000407,6,4,UPGRADE,0.0476079501,256.95117577
2024-01-31,A00000409,3,4,DOWNGRADE,0.0516786346,459.78842911
2024-01-31,A00000410,3,4,DOWNGRADE,0.0495759225,709.26735464
2024-01-31,A00000415,6,3,UPGRADE,0.022214502,276.59445824
2024-01-31,A00000423,5,4,UPGRADE,0.0362661629,175.24825347
2024-01-31,A00000429,3,4,DOWNGRADE,0.0362661629,536.26557424
2024-01-31,A00000435,2,4,DOWNGRADE,0.0415675608,658.13295465
2024-01-31,A00000437,2,4,DOWNGRADE,0.0578338715,35.121498072
2024-01-31,A00000438,4,3,UPGRADE,0.024404036,0
2024-01-31,A00000439,5,4,UPGRADE,0.0493962875,227.78979572
2024-01-31,A00000441,5,4,UPGRADE,0.0463731422,325.27060344
2024-01-31,A00000442,5,4,UPGRADE,0.0477796796,347.91968221
2024-01-31,A00000448,5,4,UPGRADE,0.0443114486,0
2024-01-31,A00000452,6,4,UPGRADE,0.0485320776,238.04231824
2024-01-31,A00000453,2,4,DOWNGRADE,0.0426704927,387.99494981
2024-01-31,A00000456,2,4,DOWNGRADE,0.0426785817,133.94800909
2024-01-31,A00000461,6,4,UPGRADE,0.0418610102,150.93322133
2024-01-31,A00000463,3,4,DOWNGRADE,0.0612680773,3129.8373026
2024-01-31,A00000464,3,4,DOWNGRADE,0.0476079501,843.34424867
2024-01-31,A00000467,2,3,DOWNGRADE,0.027270646,226.38150721
2024-01-31,A00000469,3,4,DOWNGRADE,0.030727523,44.314811114
2024-01-31,A00000470,3,4,DOWNGRADE,0.0627096948,136.61064021
2024-01-31,A00000474,2,4,DOWNGRADE,0.0327726262,51.80233842
2024-01-31,A00000475,6,3,UPGRADE,0.0242201988,17.061797964
2024-01-31,A00000476,6,3,UPGRADE,0.024404036,84.099021737
2024-01-31,A00000478,6,3,UPGRADE,0.0262602419,205.95024693
2024-01-31,A00000480,3,4,DOWNGRADE,0.030470497,0
2024-01-31,A00000482,3,4,DOWNGRADE,0.0323763187,944.47108562
2024-01-31,A00000483,2,3,DOWNGRADE,0.021671616,0
